1,[Err]M1500_ CHECK CLOSE THE DOOR SAFETYLOCK,1,1,1,0,0,0,1,1,1,0,0,0,13,4
2,[Err]M1501_TIME_OUT_MACHINE,1,1,1,0,0,0,1,1,1,0,0,0,11,1
